Filled container:
Container contains 10000 elements.
0: It is CIRCLE. Center coordinates: (-48, 93), radius: 49. Perimeter = 307.876080; Color: RED
4750: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4751: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4752: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4753: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4754: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4755: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4756: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4757: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4758: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4759: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4760: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4761: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4762: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4763: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4764: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4765: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4766: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4767: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4768: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4769: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4770: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4771: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4772: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4773: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4774: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4775: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4776: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4777: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4778: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4779: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4780: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4781: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4782: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4783: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4784: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4785: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4786: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4787: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4788: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4789: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4790: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4791: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4792: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4793: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4794: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4795: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4796: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4797: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4798: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4799: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4800: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4801: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4802: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4803: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4804: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4805: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4806: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4807: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4808: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4809: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4810: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4811: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4812: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4813: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4814: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4815: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4816: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4817: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4818: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4819: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4820: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4821: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4822: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4823: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4824: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4825: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4826: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4827: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4828: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4829: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4830: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4831: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4832: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4833: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4834: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4835: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4836: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4837: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4838: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4839: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4840: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4841: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4842: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4843: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4844: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4845: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4846: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4847: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4848: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4849: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4850: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4851: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4852: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4853: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4854: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4855: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4856: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4857: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4858: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4859: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4860: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4861: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4862: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4863: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4864: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4865: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4866: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4867: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4868: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4869: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4870: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4871: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4872: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4873: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4874: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4875: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4876: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4877: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4878: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4879: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4880: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4881: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4882: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4883: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4884: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4885: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4886: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4887: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4888: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4889: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4890: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4891: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4892: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4893: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4894: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4895: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4896: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4897: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4898: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4899: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4900: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4901: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4902: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4903: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4904: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4905: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4906: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4907: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4908: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4909: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4910: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4911: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4912: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4913: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4914: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4915: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4916: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4917: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4918: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4919: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4920: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4921: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4922: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4923: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4924: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4925: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4926: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4927: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4928: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4929: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4930: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4931: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4932: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4933: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4934: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4935: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4936: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4937: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4938: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4939: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4940: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4941: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4942: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4943: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4944: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4945: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4946: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4947: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4948: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4949: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4950: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4951: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4952: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4953: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4954: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4955: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4956: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4957: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4958: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4959: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4960: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4961: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4962: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4963: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4964: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4965: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4966: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4967: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4968: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4969: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4970: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4971: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4972: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4973: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4974: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4975: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4976: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4977: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4978: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4979: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4980: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4981: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4982: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4983: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4984: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4985: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4986: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4987: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4988: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4989: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4990: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4991: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4992: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
4993: It is RECTANGLE. Coordinates of angles: (-60, 49), (-27, 138). Perimeter = 244.000000; Color: PURPLE
